category,down_part,up_part,top_scroll,desc
4,腊尽春回,龙腾虎啸,,虎年春联
4,祖国长春,江山不老,,
4,大地皆春,江山如画,,
4,桃李芬芳,江山壮丽,,
4,玉宇长清,金瓯永固,,
4,万众团结,九州安定,,
4,两岸同春,九州共庆,,
4,四海腾欢,九州生瑞,,
4,两岸连心,九州生色,,
4,四季长春,九州永泰,,
4,祖国繁荣,巨龙奋起,,
4,举步迎春,开门纳福,,
4,勤俭持家,科学致富,,
4,除旧布新,励精图治,,
4,振兴中华,励精图治,,
4,燕尾点波,柳丝垂岸,,
4,腊尽春归,龙吟虎啸,,
4,林茂粮丰,绿化祖国,,
4,红插山花,绿眠芳草,,
4,雪兆丰年,梅传喜讯,,
4,柳浪推春,梅花笑雪,,
4,国展宏图,梅开春色,,
4,雪兆丰年,梅映红霞,,
4,人寿年丰,民富国强,,
4,国庆小康,民欢大有,,
4,国富民强,年丰人乐,,
4,日月增辉,普天同庆,,
4,共庆三春,齐歌四化,,
4,万户高歌,千门大喜,,
4,科学兴邦,勤劳致富,,
4,斗志凌云,青春许国,,
4,风送佳音,鹊传喜报,,
4,百业争雄,群芳斗艳,,
4,百家争鸣,群芳斗艳,,
4,岁值年华,人逢盛世,,
4,鸟唱新春,人逢盛世,,
4,鸟鸣三春,人歌四化,,
4,国泰民安,人和政美,,
4,世盛邦兴,人和政稳,,
4,天下皆春,人间改岁,,
4,祖国永昌,人民万岁,,
4,政策英明,人民伟大,,
4,国泰民安,人勤春早,,
4,民富国强,人勤春早,,
4,物阜年丰,人勤春早,,
4,国泰民安,人勤物阜,,
4,两制邦兴,三通国瑞,,
4,两制人祥,三通国瑞,,
4,四柱擎天,三星拱户,,
4,两岸连心,三阳开泰,,
4,四化兴邦,三阳启泰,,
4,保持清廉,铲除腐败,,
4,山海扬辉,城乡比翼,,
4,工农齐飞,城乡比翼,,
4,积谷防荒,储金备患,,
4,科气致祥,春风得意,,
4,壮志凌云,春风化雨,,
4,政策归心,春风及第,,
4,喜气临门,春风送福,,
4,和气致祥,春光播福,,
4,瑞气盈门,春光满面,,
4,瑞气盈门,春光满院,,
4,盛世如花,春光似海,,
4,特色频臻,春光永驻,,
4,国泰民安,春和景丽,,
4,物阜民康,春和景秀,,
4,国振雄风,春回大地,,
4,日暖神州,春回大地,,
4,福满人间,春回大地,,
4,福满人间,春临大地,,
4,喜到人间,春临大地,,
4,春意盎然,党恩浩荡,,
4,豫立亨通,鼎新革旧,,
4,政策归心,东风化雨,,
4,旭日辉春,斗星指路,,
4,春满人间,法制天下,,
4,岁月更新,风光胜旧,,
4,人勤地丰,风和日丽,,
4,富裕千家,风流四化,,
4,物阜民安,风正国强,,
4,龙有传人,凤鸣盛世,,
4,富伴勤来,福随春至,,
4,春满神州,光辉世纪,,
4,户纳千祥,国兴两制,,
4,民乐小康,国臻大治,,
4,读书更佳,过年最乐,,
4,华夏增辉,河山溢彩,,
4,欢度新春,弘开盛纪,,
4,绿柳催春,红梅映日,,
4,翠柳迎春,红旗引路,,
4,瑞雪迎春,红旗映日,,
4,山复水重,花明柳暗,,
4,福满门庭,花香世纪,,
4,喜报迎春,华灯溢彩,,
4,文苑争芳,华坛竞秀,,
4,福享共和,化臻上理,,
4,勇敢拼搏,积极进取,,
4,国展宏图,家传美德,,
4,自力更生,艰苦奋斗,,
4,神州永春,江山不老,,
4,祖国永春,江山不老,,
4,世跻春台,人登寿域,,
4,天与长春,人游化日,,
4,花满三春,人臻五福,,
4,莺穿柳带,日上花梢,,
4,风送腊梅,日薰春杏,,
4,四海呈祥,三江生色,,
4,松柏长春,山川毓秀,,
4,江上春风,山间明月,,
4,雪瑞花奇,时和景奉,,
4,时乃日新,岁且更始,,
4,人肇华年,岁通盛世,,
4,动手生财,抬头见彩,,
4,天地长春,唐虞盛世,,
4,人到恒春,天开长乐,,
4,人喜春暘,天开文运,,
4,芳草春晖,天涯月色,,
4,春满九州,香飘四季,,
4,玉树临风,祥云捧日,,
4,古国雄风,新年初气,,
4,腊梅迎春,新岁献瑞,,
4,兰室春和,萱庭日永,,
4,锦绣文章,阳春烟景,,
4,淑气宜人,阳春召我,,
4,远水生光,遥山耸翠,,
4,万里春回,一声爆响,,
4,鸟占高枝,鱼游深水,,
4,随地皆春,与山同静,,
4,燕语莺啼,鸢飞鱼跃,,
4,清宜夜雨,韵耐春风,,
4,如写阳春,载瞻星气,,
4,燕舞阳春,鸡鸣晓旦,,鸡年春联
4,玉鼠回宫,金牛贺岁,,牛年春联
4,鼠兆丰年,人喜盛世,,鼠年春联
4,共沐春光,同瞻马首,,
4,万马奔腾,百花齐放,,马年春联
4,骏马迎春,彩云追月,,马年春联
4,龙马精神,竹梅品格,,马年春联
4,陇上羊归,云边雁断,,羊年春联
4,马到长安,龙腾盛世,,
4,三代春风,一轮红日,,
4,民富年丰,国强物阜,,
4,骏马祥年,神蛇瑞岁,,
4,千顷湖光,万方春色,,郭沫若
4,百货畅通,万民便利,,商业用联
4,万木争荣,百花齐放,,
4,万木争春,百花齐放,,
4,四海同春,百花齐放,,
4,万福频臻,百花齐放,,
4,一代精英,百年盛纪,,
4,福伴文明,财亲智慧,,
4,大地回春,山川添秀,,
4,陶淑人家,诗书门第,,
4,人逢华年,岁当盛世,,
4,春和景明,岁丰人寿,,
4,两岸同春,百族共乐,,
4,政策归心,春风送暖,,
4,国泰民安,家和业旺,,
4,岁月如歌,江山若画,,
4,国展宏图,民夸盛会,,
4,八骏呈祥,五羊献瑞,,
4,红梅赋诗,白雪融腊,,
4,楹联迎春,爆竹报喜,,
4,桃符迎新,爆竹辞旧,,
4,沙岸泊船,垂杨系马,,
4,时雨润苗,春风梳柳,,
4,气象万千,春光九十,,
4,红人桃腮,春回柳眼,,
4,赋献梅花,春回柳叶,,
4,喜上梅梢,春临宅第,,
4,梅放岭头,春浓山腹,,
4,梅占花魁,春为岁首,,
4,景无旧观,春有新意,,
4,棣圃春浓,椿庭庆集,,
4,春伴燕归,冬迎梅至,,
4,鱼吹柳絮,蜂抱花须,,
4,燕泥衔须,蜂翼弄娇,,
4,华宅生辉,高堂结彩,,
4,影透花荫,光饰竹径,,
4,绿柳芳春,红楼旭日,,
4,绿竹催春,红梅吐蕊,,
4,竹报平安,花开富贵,,
4,月满一轮,花香四季,,
4,鸟唱春光,花迎喜气,,
4,量洽春风,怀同霁月,,
4,化日舒长,惠风和畅,,
4,日月长恒,江山永固,,
4,六合春新,九州国泰,,
4,飞雪迎春,腊梅报喜,,
4,桂馥秋风,兰芳春日,,
4,水啸山吟,龙腾虎跃,,
4,燕舞阳春,龙兴华夏,,
4,虎啸年丰,龙吟国瑞,,
4,白杨飞花,绿柳吐絮,,
4,国运无疆,民生有幸,,
4,景泰春和,年丰人寿,,
4,处处春风,年年如意,,
4,虎啸青山,牛耕绿野,,
4,五湖春光,千峰月色,,
4,日月光华,乾坤正气,,
4,众鹤游天,群鸥戏水,,
4,喜上眉梢,春来眼际,,
4,福气长临,春光普照,,
4,物阜年丰,春和景明,,
4,福满人间,春降大地,,
4,民富国强,春明花艳,,
4,喜鹊登春,春燕剪梅,,
4,物阜民康,党兴国旺,,
4,日暖花香,风清云静,,
4,伟业中天,光华大地,,
4,民奔小康,国臻大治,,
4,桃李争芳,蕙兰并茂,,
4,广宇同春,江山永固,,
4,柏酒迎春,椒花献颂,,
4,七耀同辉,九州竞秀,,
4,五湖景新,九州日丽,,
4,五谷飘香,九州溢彩,,
4,一团和气,满园春色,,
4,雪兆丰年,梅传春讯,,
4,满院春光,全家福气,,
4,风送佳音,鹊传喜讯,,
4,百业争荣,群芳斗艳,,
4,鸟唱三春,人歌四化,,
4,腊梅迎春,瑞雪辞岁,,
4,五福生根,三春放彩,,
4,四季宜人,三春淑景,,
4,岁月辉煌,山河秀丽,,
4,大地同春,山河永固,,
4,日月光华,山河壮丽,,
4,花沐春光,树承雨露,,
4,鸡传佳音,鹊送喜报,,鸡年春联
4,万象更新,百事可乐,,
4,六合同春,百顺为福,,
4,人寿年丰,财源茂盛,,
4,秋稔冬祥,春安夏泰,,
4,瑞霭盈门,春风及第,,
4,瑞气盈门,春光满室,,
4,物阜人康,春和景丽,,
4,韵谐青竹,春透寒梅,,
4,国盛人和,风调雨顺,,
4,岁序更新,风光胜旧,,
4,雪兆丰年,风迎新岁,,
4,人寿年丰,河清海晏,,
4,喜炮迎春,华灯飞彩,,
4,桃李芬芳,江山壮伟,,
4,四化春新,九州日丽,,
4,雪兆丰年,梅开佳景,,
4,雪兆丰年,梅映红日,,
4,户纳千祥,门迎百福,,
4,天转阳和,人增寿纪,,
4,五湖呈祥,三山生色,,
5,国强世道安,政善民心顺,,
5,天清日月明,政善山河美,,
5,人和万户春,政通千家福,,
5,人勤地生金,政通天降宝,,
5,日下有鹊声,枝头叠梅影,,
5,门户洽清风,枝头沾春露,,
5,报午必三鸣,知廉标五德,,鸡年春联
5,民安国富强,志高人勤奋,,
5,守法万民心,制律千秋策,,
5,改革育英才,治国施良策,,
5,大地显龙威,中国燃圣火,,
5,壮志步青云,中华扬赤帜,,
5,大地溢春晖,中华扬特色,,
5,大地耀金辉,中天悬丽日,,
5,育才可兴邦,重教方治国,,
5,五色月华新,周围云彩丽,,包装厂
5,农乃百业基,猪为六畜首,,猪年春联
5,莺燕传佳音,竹梅呈秀色,,
5,花溪入画图,竹影摇风雨,,
5,赋诗颂小康,撰联歌大治,,
5,描绘富强图,壮怀鸿鹄志,,
5,风流世纪春,壮丽关山月,,
5,红花爱英雄,壮士喜骏马,,马年春联
5,嫩叶迎朝阳,壮芽破肥土,,
5,迎春月倚楼,酌酒人陪客,,
5,鼠岁喜临门,子年春到户,,鼠年春联
5,鼠岁笑声甜,子时春意闹,,鼠年春联
5,鼠节春更新,子时岁交替,,鼠年春联
5,鼠乃生肖先,子为地支首,,鼠年春联
5,鼠年鹊语香,子夜松涛劲,,鼠年春联
5,鼠年春更新,子夜岁交替,,鼠年春联
5,鼠年爆竹喧,子夜钟声响,,
5,红旗灿九天,紫气腾千里,,
5,黄莺歌红梅,紫燕舞翠柳,,
5,黄莺绕树歌,紫燕衔泥舞,,
5,金牛舞新春,紫燕寻旧主,,
5,人民福无疆,祖国春常在,,
5,人民力胜天,祖国春如海,,
5,人民日月长,祖国江山固,,
5,人民步小康,祖国开新纪,,
5,人民盼团圆,祖国期大统,,
5,侨乡气象新,祖国山河壮,,
5,人民乐小康,祖国兴特色,,
5,人民亨太平,祖国臻强盛,,
5,白日彩云归,迎春芳讯至,,
5,足食丰衣年,迎春接福日,,
5,开业发大财,迎春添新禧,,
5,踏雪马蹄香,迎春燕语巧,,马年春联
5,排闼看青山,迎门有紫气,,
5,艺苑百花开,影坛新苗壮,,
5,长扬改革帆,永作清廉仆,,
5,乐做大文章,勇奔新世纪,,
5,无华品格高,有德门庭瑞,,
5,无处不春风,有年皆丽日,,
5,无地不春风,有天皆丽日,,
5,无我即如来,有相皆虚妄,,横披：诸行无常
5,莺啼众绿新,鱼跃清波澈,,
5,约梅同醉春,与竹共修节,,
5,春来百鸟鸣,雨过千山润,,
5,人醉春光中,雨露润花红,,
5,花开岁月新,雨润山河秀,,
5,风吹万树红,雨洒千山绿,,
5,金室耀祥光,玉堂浮瑞气,,
5,琼树发秋香,玉堂开春色,,
5,红梅五岭香,玉兔蟾宫笑,,兔年春联
5,红梅祝福来,玉兔迎春到,,兔年春联
5,黄莺报喜来,玉兔迎春至,,兔年春联
5,扶社稷栋梁,育人间桃李,,
5,大展富民图,欲圆强国梦,,
5,细菱落轻花,园荷浮小叶,,
5,近闻水流香,远看山吐翠,,
5,尽抒赤子情,愿效黄牛力,,牛年春联
5,梅思画外春,月醉杯中酒,,
5,河海泛春潮,云山添秀色,,
5,梅柳动春风,云霞成异彩,,
5,花柳发韶年,云霞呈吉日,,
5,世纪现风流,云霞呈锦绣,,
5,梅柳渡江春,云霞出海曙,,
5,骏马跃关山,云霞出海曙,,马年春联
5,草木弄新姿,云霞开锦绣,,
5,梅雀吉祥图,云霞蓬勃气,,
5,天上凤凰儿,云中熊虎将,,
5,兰室笔生花,芸窗屋绽玉,,
5,喜鹊报春归,早莺衔福至,,
5,东风万树红,泽雨千山翠,,
5,伟哉大中华,崭然新世纪,,
5,事业无穷年,贞刚直有质,,
5,改革舞台宽,政策威力大,,
5,官廉国运昌,政洁民心悦,,
5,官清万口碑,政廉德载德,,
5,法严国运昌,政廉人心暖,,
5,春暖百花香,政廉四海乐,,
5,春媚燕知归,政清人觉晓,,
5,官廉气象新,政善江山稳,,
5,春归柳色新,雪映梅花秀,,
5,月下赶黄彪,雪中飞赤兔,,马年春联
5,清心鉴古今,雅量涵高远,,
5,舟楫浪前轻,烟花山际重,,
5,风华百里春,烟柳千家晓,,
5,讴歌开放诗,演唱改革事,,戏院、影院、戏台
5,春色满人间,艳阳照大地,,
5,溪流翡翠川,燕剪芳菲锦,,
5,花开万里春,燕剪千重霭,,
5,莺歌柳浪轻,燕舞桃烟醉,,
5,花飞落窗前,燕戏还檐际,,
5,龙马壮精神,燕莺新气象,,马年春联
5,龙腾大地春,燕语新华喜,,龙年春联
5,莺歌大地春,燕语新年喜,,
5,把酒会春风,扬鞭催骏马,,马年春联
5,燕翼绣春光,羊毫书特色,,羊年春联
5,燕梭织春光,羊毫抒壮志,,羊年春联
5,虎胆壮雄风,羊毫舒远志,,
5,猴吟锦绣春,羊舞丰收岁,,猴年春联
5,时雨润心田,阳春播德泽,,
5,丽日焕新天,阳春开物象,,
5,春色满人间,阳光凝大地,,
5,春色入人家,阳光凝大地,,
5,芝兰玉树阶,杨柳春风第,,
5,迎春我写诗,邀月君携酒,,
5,春风吹又生,野火烧不尽,,
5,人如骏马飞,业似春花发,,
5,生刍可壮牛,夜草能肥马,,牛年春联
5,春风墨韵浓,夜雨书声静,,
5,九州世纪春,一代英雄业,,
5,四海庆团圆,一国行两制,,
5,五岭杏花红,一江春水绿,,
5,万事公为先,一年春作首,,
5,百事国为先,一年春作首,,
5,三杯祝福歌,一曲迎春调,,
5,万马会新春,一堂开淑景,,马年春联
5,百年世纪娇,一统江山秀,,
5,百年世纪新,一夜春风暖,,
5,五更分二年,一夜连双岁,,
5,丑待吉祥年,乙朗芳草地,,牛年春联
5,亥迎多福春,乙颂初阳岁,,
5,苍龙协永绥,鳦鸟传长发,,紫禁城增瑞门春联
5,举杯贺新年,吟酒辞旧岁,,老舍自撰春联
5,卯序业辉煌,寅年春锦绣,,兔年春联
5,朗月照神州,银灯光禹甸,,发电厂
5,燕舞舞升平,莺歌歌盛世,,
5,燕舞春又归,莺歌花更红,,
5,燕舞好年华,莺歌新世纪,,
5,花发锦城春,莺迁金谷晓,,
5,牛耕陌上春,莺舞池边柳,,牛年春联
5,盛世荡清风,新春添美景,,
5,佳节报佳音,新春添新景,,
5,好节好风光,新春新气象,,
5,华夏壮金瓯,新春迎玉兔,,兔年春联
5,美景展神州,新风遍华夏,,
5,正气浩乾坤,新风昌世纪,,
5,春色耀人寰,新风开当代,,
5,春色壮神州,新风开盛世,,
5,春色耀人寰,新风增国祚,,
5,嘉节号长春,新年纳余庆,,我国最早的春联
5,佳节迎佳人,新年启新运,,
5,合家乐安然,新岁多吉庆,,
5,美景艳迎春,新妆鼠嫁女,,鼠年春联
5,富国赖良谋,兴邦承伟略,,
5,富国仗良谋,兴邦多上策,,
5,举业在华年,兴邦多壮志,,
5,盛世足风流,兴邦多壮志,,
5,治国靠文明,兴邦凭善政,,
5,济世富民图,兴邦强国策,,
5,治贫先治愚,兴国必兴教,,
5,尊师万人钦,兴教千家乐,,
5,重教架金桥,兴农铺富路,,
5,月傍九霄悬,星临万户动,,
5,精神日日新,形势年年好,,
5,桔井活人多,杏林春意暖,,药店
5,桔井四时春,杏林三月景,,药店
5,辉煌与日增,幸福随春至,,
5,温暖送千家,雄风鼓四化,,发电厂
5,正气逐春来,雄心遍地起,,
5,壮志奋鹏程,雄心开骏业,,
5,祥辉四望新,旭日千门启,,
5,雄心展宏图,旭日舒清景,,
5,春风化雨新,旭日祥云灿,,
5,春光世纪新,旭日云霞丽,,
5,高歌迎新春,旭日照赤帜,,
5,梅落地到福,雪飞天降瑞,,
5,春晖世纪新,雪霁风云净,,
5,花开岁月新,雪霁江山丽,,
5,花间岁月新,雪里江山美,,
5,梅香万里春,雪落千峰素,,
5,春来天地新,雪洒山川秀,,
5,富乐万民心,雪添千里景,,
5,春到早梅边,雪消残腊处,,
5,风细柳摇金,雪消梅绽玉,,
5,春光映岁归,雪影催年至,,
5,梅传喜庆年,雪映丰收果,,
5,梅报富裕春,雪映丰收景,,
5,梅迎跃进春,雪映丰收景,,
5,梅报胜利春,雪映丰收景,,
5,春临柳色青,雪映梅花白,,
5,小康捷足登,伟业从头起,,
5,神州入画图,伟业惊天地,,
5,神州万年春,伟业千古秀,,
5,神州万代红,伟业千年固,,
5,神州万年青,伟业千秋秀,,
5,羊岁淑景新,未时骄阳艳,,羊年春联
5,江东日暮云,渭北春大树,,
5,德范誉千秋,文风香古国,,
5,科技显神功,文明创佳绩,,
5,科技领先鞭,文明辞旧岁,,
5,改革早回春,文明先醉月,,
5,锦绣好前程,文明新社会,,
5,改革大文章,文明新世纪,,
5,艺苑奏新声,文坛生异彩,,
5,艺苑溢芬芳,文坛生异彩,,
5,跃马喜迎春,闻鸡欢起舞,,
5,跃马抖精神,闻鸡思奋发,,马年春联
5,跃马共迎春,闻鸡先起舞,,马年春联
5,不欺心自安,无私德乃大,,
5,有志领新潮,无心思旧景,,
5,四有育新人,五星辉大地,,
5,两制拓新程,五星辉玉宇,,
5,万马闯雄关,五羊开玉局,,羊年春联
5,万马喜留春,五羊争献瑞,,羊年春联
5,人杰地灵时,物华天宝日,,
5,春阳照华年,溪水鸣琴韵,,
5,欢歌国运昌,喜庆党风正,,
5,红梅报春花,喜鹊登高枝,,
5,红梅报春来,喜鹊登枝唱,,
5,乳燕衔春歌,喜鹊登枝唱,,
5,梅花早报春,喜鹊歌新曲,,
5,蝶蝴蕊上飞,喜鹊枝头闹,,
5,向四化进军,喜三春添景,,
5,春光亮眼眉,喜事开心脾,,
5,好鸟舞东风,鲜花沾春雨,,
5,港纳五洲情,香牵两岸意,,
5,春色入重帘,祥光凝比屋,,
5,瑞色满神州,祥光盈九域,,
5,瑞雪迎春归,祥梅伴福到,,
5,丽日照高楼,祥云萦小院,,
5,大治固江山,小康舒岁月,,
5,大骥驰千里,小龙舞九州,,马年春联
5,变化赖承包,效益凭改革,,
5,抬头见喜来,笑脸迎春到,,
5,奏创业新歌,写兴邦颂史,,
5,手绘九州春,心联千载业,,
5,笔下九州春,心头四化业,,
5,未来展宏图,辛苦创大业,,
5,喜题燕尾书,欣有鼠须笔,,鼠年春联
5,华夏乐中兴,新春歌大治,,
5,水绿织春光,桃红映人面,,
5,柳浪饰春风,蹄花沾晓露,,马年春联
5,人尚纯和真,天酬勤与善,,
5,文章生风雷,天地入胸臆,,
5,神州浩荡春,天地英雄气,,
5,山河浩荡春,天地英雄气,,
5,乾坤锦绣春,天地英雄气,,
5,院庭沐春风,天地有正气,,
5,路远马扬蹄,天高鹏展翼,,马年春联
5,风暖草心香,天寒梅骨傲,,
5,人乐庆和年,天开清淑景,,
5,人描四化图,天开三春景,,
5,地改旧河山,天开新岁月,,
5,人改旧乾坤,天开新岁月,,
5,民乐好春光,天开新岁月,,
5,风正马腾骧,天清鹏展翼,,
5,人事逐年新,天心随律转,,
5,华夏玉羊欢,天涯芳草绿,,
5,民福党有恩,天灾人无祸,,
5,山水含清辉,田园脱俗气,,
5,山河分外娇,田园无限美,,
5,巧手绣乾坤,铁肩担道义,,
5,妙手绣三轩,铁肩担四化,,
5,妙手绘蓝图,铁肩担重任,,
5,驻马绿杨荫,听莺红杏曲,,
5,共书大有年,同赋小康对,,
5,携手振中华,同心兴大业,,
5,共建文明村,同修富裕路,,
5,共绘吉祥图,同斟丰稔酒,,
5,并肩闯难关,同志求真理,,
5,花绽春光妍,兔归皓月亮,,兔年春联
5,花绽春光妍,兔归月影笑,,兔年春联
5,麟管锡张华,兔毫推赵地,,兔年春联
5,龙腾瑞气年,兔留丰稔景,,千禧年春联
5,龙人奋雄程,兔岁添福气,,兔年春联
5,四海镜如澄,万方春浩荡,,
5,四化捷报红,万家春酒绿,,
5,四海庆新春,万家腾笑语,,
5,四海庆阳春,万家腾笑语,,（阳谐音“羊”）羊年春联
5,九州瑞气浓,万里春光美,,
5,九州气象新,万里春光暖,,
5,千门幸福春,万马奔腾日,,马年春联
5,九州幸福春,万马奔腾日,,马年春联
5,百花展笑颜,万马争飞跃,,马年春联
5,四海乐尧天,万民怀美德,,
5,群龙志腾飞,万众思改革,,龙年春联
5,花团锦簇天,万紫千红地,,
5,如今富人家,往昔穷山坳,,
5,绿柳乱莺声,微风斜燕影,,
5,替民族增光,为子孙创业,,
5,春风及第先,淑气临门早,,
5,和风蔚早春,淑气腾佳景,,
5,牛驮五福来,鼠趁三更去,,牛年春联
5,牛携喜气来,鼠遁春风至,,牛年春联
5,春到景更新,鼠来豕去远,,鼠年春联
5,牛来地生金,鼠去粮满囤,,牛年春联
5,春乃岁时先,鼠为生肖首,,鼠年春联
5,鹊舌报福音,鼠颖题春贴,,鼠年春联
5,鸡鸣早报春,鼠至调新律,,鼠年春联
5,春装燕剪裁,蜀锦莺梭织,,
5,旭日耀新春,曙光迎盛世,,
5,淑气焕人文,曙光昭物彩,,
5,狗年臻福祥,戍日耀吉瑞,,狗年春联
5,学雷锋精神,树社会正气,,
5,两岸荡和风,双珠莹特色,,
5,风翮九霄鹏,霜蹄千里骏,,马年春联
5,山碧彩云归,水清芳草茂,,
5,九州日日新,四海春春美,,
5,千秋阳历长,四海春风洽,,
5,九州岁历长,四海春风洽,,
5,九州气象新,四海春光好,,
5,九州尽春晖,四海皆淑气,,
5,九州动地诗,四海连天浪,,
5,五洲庆元春,四海迎新纪,,
5,前程日光华,四化春浩荡,,
5,九州岁月新,四化风轮急,,
5,九州春意浓,四化宏图展,,
5,九州万年春,四化千秋业,,
5,九州春意浓,四化人心暖,,
5,百花梅在先,四季春为首,,
5,九州赤帜扬,四面青山抱,,
5,三爱党为先,四时春作首,,
5,六畜马当先,四时春作首,,
5,万事公居先,四时春作首,,
5,万众面皆春,四时花似锦,,
5,九州度瑞年,四时开新律,,
5,三阳应庆期,四序开新律,,
5,与日赏花容,随春听鸟语,,
5,信手拈春秋,随心变冬夏,,
5,春暖白梅香,岁寒青竹瘦,,
5,国富万民康,岁寒三友雅,,
5,春衣紫燕缝,岁酒梅花酿,,
5,时和万户欢,岁稔千门瑞,,
5,牛年福满门,岁首春到户,,牛年春联
5,家家富路通,岁岁春光好,,
5,年年如意春,岁岁平安日,,
5,家家幸福歌,岁岁升平世,,
5,德厚富春秋,岁新绵甲子,,
5,山河照眼明,岁月随人好,,
5,春色大文章,太平真富贵,,
5,祖国颂新章,神州腾异彩,,
5,华国大文章,神州新气象,,出版社
5,壮志展宏图,神州兴骏业,,
5,盛世集千祥,神州臻百福,,
5,民族肇中兴,神州臻大治,,
5,健儿勇登攀,神州争飞跃,,
5,和睦世间春,升平天下瑞,,
